id,rgb_luminance,ir_luminance,rgb_gray_sd,gradient_corr,edge_distance_median_norm_diag,edge_distance_p90_norm_diag,phase_dx_norm,phase_dy_norm,phase_response,phase_shift_norm,rgb_shape,ir_shape,rgb_gt_n,ir_gt_n,matched_gt_n,identical_label_bytes
00130,63.5345573425293,145.0149688720703,29.185461044311523,0.5778448246394104,0.0,0.011048543456039804,-0.0052812990265248775,0.00023019706396514293,0.42276735819876193,0.005286313469312124,"[512, 640]","[512, 640]",4,4,4,False
00143,80.45152282714844,154.81417846679688,37.41349792480469,0.5727861877426954,0.0,0.006629126073623883,0.004550023830751826,0.0004639079564314308,0.24875454790890217,0.004573612079358054,"[512, 640]","[512, 640]",7,7,7,False
00147,66.81641387939453,150.20315551757812,39.59107971191406,0.4033967196215122,0.002209708691207961,0.009375,-0.005853648311997084,-0.024554501063792422,0.22981072410941125,0.02524259735154704,"[512, 640]","[512, 640]",9,9,9,False
00150,66.1106948852539,146.2346954345703,29.62542724609375,0.522415303186707,0.0,0.008838834764831844,0.002186468522101048,-0.0026003598167103625,0.2659083144366741,0.0033974278174084423,"[512, 640]","[512, 640]",4,4,4,False
00172,18.5416316986084,126.09994506835938,20.652488708496094,0.40234668441911636,0.002209708691207961,0.022097086912079608,0.000508926234213014,0.0002352497447920321,0.2816149914264679,0.000560667775331306,"[512, 640]","[512, 640]",16,22,16,False
00187,138.28097534179688,144.82798767089844,32.902793884277344,0.3788307381427353,0.002209708691207961,0.011048543456039804,0.00010577835281297965,-0.02050694311672503,0.32231023386120794,0.020507215926412827,"[512, 640]","[512, 640]",28,26,26,False
00209,160.15306091308594,150.1367645263672,38.56415557861328,0.6421244393930488,0.0,0.006987712429686843,0.0003777416398901501,-0.00028979184794870606,0.37845863252878187,0.00047609669358694956,"[512, 640]","[512, 640]",11,11,11,False
00217,46.448516845703125,128.01881408691406,35.212528228759766,0.5089214636706719,0.002209708691207961,0.05783361101038046,0.0026913139944224618,0.0024297838269421667,0.12979331821203233,0.003625882025417251,"[512, 640]","[512, 640]",3,3,3,False
00222,58.27766418457031,155.09544372558594,47.70792770385742,0.5499406300633486,0.002209708691207961,0.03314563036811941,-0.0012806162013839107,-0.0018441437208583267,0.21276058875024317,0.0022451823797696594,"[512, 640]","[512, 640]",8,10,8,False
00259,87.8212661743164,152.63613891601562,33.26780319213867,0.5820493378051527,0.002209708691207961,0.013258252147247766,-0.0009187305353550279,-0.0003108688713934882,0.3411788684874773,0.0009698996091324078,"[512, 640]","[512, 640]",24,24,24,False
00261,87.95613861083984,153.4860382080078,34.111473083496094,0.5753975524779228,0.002209708691207961,0.01288470508005519,-0.001206457089145907,-0.0008303098171204226,0.3478980844467878,0.0014645658402260256,"[512, 640]","[512, 640]",25,25,25,True
00271,111.86688232421875,107.11238861083984,30.599292755126953,0.7097244056707479,0.0,0.006987712429686843,-7.000296019574748e-05,-0.0008116657591567211,0.45053501188755035,0.0008146789054735761,"[512, 640]","[512, 640]",11,11,11,False
00278,115.8993148803711,116.11492156982422,35.116146087646484,0.6571053246582242,0.0,0.008838834764831844,0.007813764758382557,-0.0013580476271715547,0.476122670173645,0.007930902411264908,"[512, 640]","[512, 640]",12,11,11,False
00292,151.08277893066406,132.52491760253906,29.52787971496582,0.7287793425437018,0.0,0.004419417382415922,-0.0012182849965202357,-0.0002468359661214947,0.3696916078031063,0.001243039149390494,"[512, 640]","[512, 640]",5,5,5,True
00299,117.01020050048828,115.85652160644531,23.33895492553711,0.2301007964444271,0.003125,0.011899645477912356,-0.0007576289590177865,-0.014418499517819417,0.5403285685181618,0.014438390837794256,"[512, 640]","[512, 640]",1,1,1,False
00300,141.9233856201172,131.66651916503906,17.039770126342773,0.15784565563305036,0.003125,0.01288470508005519,-0.0012438285621546364,-0.024224629724890968,0.27701824977993966,0.024256541278593342,"[512, 640]","[512, 640]",2,2,2,False
00307,131.817626953125,168.20953369140625,28.630184173583984,0.6364027070656991,0.0,0.006629126073623883,-0.006640667975890047,-0.0012703705236701169,0.3588565112650394,0.006761088110165516,"[512, 640]","[512, 640]",12,12,12,False
00322,151.75482177734375,181.12522888183594,16.85674476623535,0.6404602265422852,0.0,0.006629126073623883,0.004165470035661123,-0.0025699693596157756,0.323752226755023,0.004894474755002277,"[512, 640]","[512, 640]",4,4,4,False
00328,78.83445739746094,131.70916748046875,50.992862701416016,0.6262556603863557,0.0,0.013441133229754104,-0.0011893282683944407,0.00010263447536855708,0.27942742392420766,0.0011937485353022627,"[512, 640]","[512, 640]",7,5,5,False
00330,91.59119415283203,138.1636505126953,53.28135681152344,0.6151701786749083,0.0,0.011048543456039804,-0.0006707896807488289,-0.0011221150660873924,0.26315846890211103,0.0013073259032618564,"[512, 640]","[512, 640]",9,9,9,False
00334,75.56460571289062,111.21642303466797,58.17372131347656,0.40217610908306,0.002209708691207961,0.011267347735824966,0.01904515277161698,0.000361824751719908,0.4094451783597469,0.019048589481774948,"[512, 640]","[512, 640]",22,21,21,False
00340,41.611976623535156,97.8313980102539,50.84604263305664,0.4699123960978176,0.002209708691207961,0.039093737509990005,0.015159067510858826,0.0010204748377237393,0.20253157630562782,0.015193376737684183,"[512, 640]","[512, 640]",1,1,1,False
00343,41.842899322509766,106.38507843017578,51.406639099121094,0.545770100769264,0.002209708691207961,0.016828640022295324,0.00755350982579781,0.0043021159267827794,0.3043238538503647,0.008692739046808095,"[512, 640]","[512, 640]",3,2,2,False
00346,128.854248046875,155.78817749023438,30.603479385375977,0.5863970203469911,0.0,0.006987712429686843,0.0002451305812918747,8.675664519275372e-05,0.5330791902169585,0.0002600302239540507,"[512, 640]","[512, 640]",1,1,1,False
00357,129.690673828125,125.20917510986328,38.755348205566406,0.4830379290553351,0.002209708691207961,0.006629126073623883,0.0033796155680352767,-0.009565289593704307,0.5286193154752254,0.01014478025386131,"[512, 640]","[512, 640]",9,9,9,False
00358,128.9914093017578,129.96295166015625,35.78122329711914,0.6236434845158203,0.002209708691207961,0.00625,0.000468248155108153,0.0004424833806313977,0.485466239862144,0.0006442420949434919,"[512, 640]","[512, 640]",15,15,15,False
00359,130.37332153320312,137.0174102783203,32.596336364746094,0.4145303549457795,0.002209708691207961,0.007967217989988725,-2.943736200133884e-06,-0.010271488627323855,0.5310060011595488,0.010271489049150862,"[512, 640]","[512, 640]",19,19,19,False
00366,122.33509826660156,147.38302612304688,38.50555419921875,0.5856787858552572,0.002209708691207961,0.006987712429686843,2.473480699514141e-05,0.0006512096554479818,0.30022964015603065,0.0006516792355336835,"[512, 640]","[512, 640]",28,28,28,False
00390,74.03791046142578,137.06674194335938,24.814239501953125,0.33166386549278853,0.002209708691207961,0.019887378220871648,0.0027455120014344913,0.0023111845830456447,0.2489110502228141,0.0035887895350561723,"[512, 640]","[512, 640]",26,33,26,False
00395,113.13387298583984,164.02601623535156,28.681808471679688,0.5301770743957971,0.0,0.006987712429686843,0.0021233599181933903,-0.011833428282657632,0.3071918995678425,0.012022424142534308,"[512, 640]","[512, 640]",6,6,6,True
00399,113.35235595703125,147.41195678710938,33.94980239868164,0.5485387080794644,0.0,0.006987712429686843,0.004008865784760918,-0.00309753817907632,0.39505084469914437,0.005066137350197112,"[512, 640]","[512, 640]",2,2,2,False
00402,64.56653594970703,111.57835388183594,25.796096801757812,0.5531462439108177,0.0,0.011899645477912356,0.0013602073349257005,-0.0010791273136957712,0.2982470080256462,0.0017362833159222397,"[512, 640]","[512, 640]",16,16,16,True
00404,67.46826934814453,141.9080352783203,24.96734046936035,0.4351294985199479,0.002209708691207961,0.0125,0.01938342348497324,-0.0007851720628851311,0.2349545578658581,0.019399319605752863,"[512, 640]","[512, 640]",7,7,7,False
00408,69.82752990722656,175.65977478027344,23.359535217285156,0.6685742242591793,0.0,0.004941058844013093,0.00027883450019769993,0.0013120144073430317,0.4452316266298294,0.0013413166977176523,"[512, 640]","[512, 640]",7,7,7,False
00410,73.3149185180664,174.0606231689453,24.900405883789062,0.7102797062396093,0.0,0.004419417382415922,0.0011030527541953995,-0.0006922890474386989,0.4064864578843117,0.0013023016178065807,"[512, 640]","[512, 640]",6,6,6,False
00413,55.47784423828125,157.25367736816406,26.81369972229004,0.5624811335758525,0.0,0.008838834764831844,-0.0019334704189042818,0.005166019835550451,0.20290874391794206,0.005515983031344332,"[512, 640]","[512, 640]",3,3,3,True
00420,90.65092468261719,126.27920532226562,41.619686126708984,0.4866363831650724,0.002209708691207961,0.006629126073623883,-0.012015670351695906,-0.0014173542888099356,0.4152319948375225,0.012098976286472832,"[512, 640]","[512, 640]",4,4,4,False
00421,90.51831817626953,129.81455993652344,41.107994079589844,0.6472421283879298,0.0,0.004419417382415922,0.00065424947765651,7.220416260995677e-05,0.3053417908400297,0.0006582217104532646,"[512, 640]","[512, 640]",8,8,8,False
00433,55.667659759521484,143.0278778076172,35.90031814575195,0.6023146086261135,0.0,0.00625,-0.004707504370224225,-0.0024790518522360473,0.342523293197155,0.0053203661041092976,"[512, 640]","[512, 640]",4,4,4,False
00436,62.184913635253906,144.0314178466797,38.135005950927734,0.6864650229791615,0.0,0.004419417382415922,-0.00758222140959246,0.00046524554526561346,0.25544263899326325,0.007596481746273848,"[512, 640]","[512, 640]",2,2,2,False
00437,67.69500732421875,140.24368286132812,37.53285598754883,0.5244872804612243,0.0,0.004941058844013093,-0.006616956192188539,-0.0032666140879526575,0.3267108722031116,0.007379354771858649,"[512, 640]","[512, 640]",3,3,3,False
00438,73.45574188232422,132.54959106445312,36.9152946472168,0.6841111250681291,0.0,0.002209708691207961,0.005964896944706854,7.23903809304538e-05,0.2084992942214012,0.005965336195741563,"[512, 640]","[512, 640]",2,2,2,False
00450,144.6656036376953,146.58126831054688,23.10597801208496,0.6925085932298048,0.0,0.004941058844013093,-0.00017864686630879588,-0.01013382607926685,0.2885569303482771,0.010135400619002236,"[512, 640]","[512, 640]",11,11,11,False
00459,137.1730499267578,134.92529296875,27.789840698242188,0.6559157361534804,0.0,0.004941058844013093,0.0006329458247122943,-0.0023922653346283517,0.45465478822588923,0.0024745815501383715,"[512, 640]","[512, 640]",22,22,22,False
00464,134.65708923339844,133.41201782226562,28.539974212646484,0.4404429157424716,0.002209708691207961,0.007967217989988725,0.0010000565140223295,-0.015226264207515872,0.49263803754001856,0.015259070572886063,"[512, 640]","[512, 640]",21,20,20,False
00468,140.13719177246094,147.064697265625,27.35296058654785,0.4822708882824673,0.002209708691207961,0.006629126073623883,0.0022400921532378603,-0.011375679626081414,0.32172745287418364,0.011594140753425483,"[512, 640]","[512, 640]",18,18,18,False
00470,142.0138397216797,150.22158813476562,26.577289581298828,0.6253752963386326,0.0,0.004419417382415922,-0.0016153809863630464,-0.004421138177990525,0.19922450348734855,0.004707007384739122,"[512, 640]","[512, 640]",16,15,10,False
00484,132.8394775390625,152.689453125,21.461423873901367,0.6270186872498461,0.0,0.003125,-0.0014949810969375754,-0.00927630002953519,0.22149415522813798,0.009395994397516169,"[512, 640]","[512, 640]",20,20,20,False
00494,141.3282928466797,155.549072265625,19.983753204345703,0.7954573885512901,0.0,0.002209708691207961,0.00018662999794019086,0.0003512534696498371,0.49277627319097517,0.00039775590010985966,"[512, 640]","[512, 640]",8,8,8,False
00495,141.37701416015625,144.42526245117188,21.915760040283203,0.6991274641502883,0.0,0.004419417382415922,-0.0003039866237505073,-0.004731919135809193,0.4100770756602287,0.004741673393988293,"[512, 640]","[512, 640]",10,10,10,True
00509,136.35133361816406,128.74807739257812,29.10455322265625,0.5530408143133944,0.002209708691207961,0.006987712429686843,-0.000782449632318638,3.0398069624837375e-05,0.3873143362253904,0.0007830398902690005,"[512, 640]","[512, 640]",11,11,11,True
00523,143.38497924804688,133.1957244873047,22.86711883544922,0.6722522730766762,0.0,0.00625,0.00642252315314149,0.00046831186878906197,0.43436370089650156,0.00643957449363599,"[512, 640]","[512, 640]",7,7,7,False
00537,54.28704071044922,133.81825256347656,33.38587188720703,0.6111452141893043,0.0,0.006987712429686843,-0.0018923339720791077,0.0010854706056506735,0.1816557977348566,0.00218155318468662,"[512, 640]","[512, 640]",6,6,6,False
00541,122.98602294921875,133.5533905029297,29.833036422729492,0.6486118063442045,0.0,0.004941058844013093,0.0006092474697706685,-0.0006478009590885847,0.3659610889106989,0.0008892854221328784,"[512, 640]","[512, 640]",17,17,17,False
00565,145.34031677246094,156.83590698242188,19.951915740966797,0.7444371233930609,0.0,0.004419417382415922,-0.0009633885493041561,-0.0023216088147252735,0.47265077456831933,0.0025135602211883556,"[512, 640]","[512, 640]",5,5,5,False
00567,100.2522964477539,167.3738250732422,42.48880386352539,0.5787029958233766,0.002209708691207961,0.006629126073623883,0.00014090199855640862,-0.0014481729715622115,0.40239920511841776,0.0014550114531372308,"[512, 640]","[512, 640]",9,9,9,False
00572,75.70523834228516,142.2891387939453,44.06690979003906,0.5872357208491304,0.0,0.004941058844013093,0.003483788651054276,-0.007478830213369392,0.43842173606157303,0.008250435426425774,"[512, 640]","[512, 640]",1,1,1,False
00582,66.40805053710938,151.15505981445312,32.804691314697266,0.6436175746537759,0.0,0.004941058844013093,0.0008141781373611323,0.002199754690434563,0.42596041843295096,0.0023455930460004573,"[512, 640]","[512, 640]",7,7,7,False
00583,67.48514556884766,155.7622833251953,32.666717529296875,0.534065384303634,0.0,0.006629126073623883,0.002404166219979942,-0.01256824644625416,0.19409698739647865,0.012796125739733608,"[512, 640]","[512, 640]",8,7,7,False
00588,107.19743347167969,162.49072265625,41.408077239990234,0.5836372948538997,0.002209708691207961,0.006629126073623883,-0.0011930896294732208,0.0009739578341572575,0.3610618363320828,0.001540148280742099,"[512, 640]","[512, 640]",8,8,8,False
00597,123.8470458984375,156.17617797851562,43.85972595214844,0.6046817352495062,0.002209708691207961,0.004941058844013093,-0.0014503865700020492,-0.0027322851895261735,0.3087407100200653,0.00309338060369984,"[512, 640]","[512, 640]",12,12,12,True
00606,76.9823989868164,147.59088134765625,26.00079345703125,0.6753250708244434,0.0,0.004941058844013093,-9.288213499880627e-05,-0.0002855892001877969,0.4699216341972351,0.000300313639826502,"[512, 640]","[512, 640]",2,2,2,False
00607,79.96932983398438,149.86172485351562,27.899843215942383,0.5878529155506798,0.0,0.011048543456039804,0.0002661237859954646,-0.0022758626812742653,0.26799417614936827,0.002291369200606801,"[512, 640]","[512, 640]",6,6,6,False
00608,76.0521240234375,163.0315704345703,28.1263370513916,0.5742879681546337,0.0,0.006629126073623883,0.0010792300509497644,-0.001084479645144043,0.2500516770780086,0.0015299783016777659,"[512, 640]","[512, 640]",6,6,6,False
00614,90.29025268554688,173.97940063476562,29.33611488342285,0.6336178238282173,0.0,0.004941058844013093,-0.0007055122590474916,-0.0004655046119441231,0.3422310262918472,0.0008452467636184971,"[512, 640]","[512, 640]",6,6,6,False
00618,87.99842071533203,136.38064575195312,31.222183227539062,0.6046049659489835,0.0,0.006629126073623883,-0.0008475978463739154,0.0034744682009496763,0.30384113162755966,0.003576360075354295,"[512, 640]","[512, 640]",4,4,4,False
00625,132.81344604492188,124.88713836669922,48.85976028442383,0.5102210003137706,0.002209708691207961,0.007967217989988725,0.0006664492451136539,-0.012446151338796074,0.40008464470505717,0.012463981616824051,"[512, 640]","[512, 640]",5,5,5,False
00632,121.8379135131836,122.30733489990234,49.16533279418945,0.6257525217878478,0.0,0.00625,0.00019825057470628237,0.015894416245441256,0.039716139584779736,0.0158956525840784,"[512, 640]","[512, 640]",6,6,6,False
00635,125.7123794555664,129.15736389160156,52.1157341003418,0.5880826128606131,0.0,0.004941058844013093,0.0002015167209127533,0.012205550081000816,0.28391508549451827,0.012207213513682246,"[512, 640]","[512, 640]",5,5,5,False
00636,124.28506469726562,126.13239288330078,52.076026916503906,0.6253670180413553,0.0,0.004941058844013093,7.906533199912858e-05,-0.000236311246345533,0.382832939773798,0.0002491873429239768,"[512, 640]","[512, 640]",2,2,2,False
00643,119.50286102294922,125.4023666381836,51.8171272277832,0.5771219125783885,0.002209708691207961,0.004941058844013093,-0.00042785804875267175,-0.003155323743914096,0.28460623160004617,0.0031842001254303266,"[512, 640]","[512, 640]",11,11,11,False
00648,133.34471130371094,102.65839385986328,23.878141403198242,0.6533073158250741,0.0,0.004941058844013093,0.003413309210741744,-0.002045001536579871,0.4467555831372738,0.003979033934606297,"[512, 640]","[512, 640]",40,39,39,False
00651,136.75765991210938,109.66011047363281,28.15325355529785,0.6911812301682136,0.0,0.00625,-0.0007368994810284413,-0.00022880539777458964,0.6109977927803993,0.0007716040144988712,"[512, 640]","[512, 640]",12,12,12,False
00654,122.86691284179688,144.3284454345703,36.51213073730469,0.7023416760573843,0.0,0.004419417382415922,-0.0034662462420294027,-0.0005715235123631146,0.5287981356680393,0.0035130474143636077,"[512, 640]","[512, 640]",16,16,16,False
00655,145.96543884277344,97.17381286621094,27.171995162963867,0.6468516287382313,0.0,0.006629126073623883,0.002425121522632789,0.00032704700117296425,0.29630193538963795,0.0024470746086936146,"[512, 640]","[512, 640]",6,6,6,False
00663,139.0963897705078,120.0162353515625,30.68393325805664,0.6749910219658081,0.0,0.00625,0.0019636895797066956,0.0006875466432866517,0.5939714166522027,0.0020805761586982106,"[512, 640]","[512, 640]",15,15,15,False
00666,129.03004455566406,139.91952514648438,33.932861328125,0.5406549361793436,0.002209708691207961,0.006987712429686843,-0.0001529494493321515,-0.003953762105858694,0.506313303783536,0.003956719389061497,"[512, 640]","[512, 640]",56,54,54,False
00667,131.13442993164062,134.22056579589844,33.87434387207031,0.6661032789869787,0.0,0.00625,-0.00015735391460998117,0.00017473198480413287,0.4411998676508665,0.00023514149135504982,"[512, 640]","[512, 640]",65,65,65,False
00670,142.24374389648438,103.74490356445312,23.263742446899414,0.5768299462813072,0.0,0.007967217989988725,-0.0024918319451522563,0.0003257833181780079,0.542793864607811,0.0025130382434981665,"[512, 640]","[512, 640]",5,5,5,False
00693,136.2646484375,106.9050521850586,27.78493881225586,0.7183206899223104,0.0,0.004419417382415922,-0.000690893919734048,-0.0008605295036588246,0.4117019850760698,0.0011035603449711213,"[512, 640]","[512, 640]",27,27,27,False
00704,137.18746948242188,106.05587768554688,24.74336051940918,0.7157133384042231,0.0,0.004941058844013093,0.0008792280494622773,0.00021652947695862678,0.6327208638191223,0.0009054981929044459,"[512, 640]","[512, 640]",12,12,12,False
00715,140.52090454101562,97.5614013671875,21.590463638305664,0.6188663736756208,0.0,0.006987712429686843,0.010599996729465122,-0.0010435369044274445,0.5311098954081536,0.010651239361481522,"[512, 640]","[512, 640]",13,13,13,False
00716,140.69383239746094,94.67791748046875,25.616147994995117,0.5232541759915615,0.0,0.006629126073623883,0.007685900792106093,0.0016878235317443924,0.44052155062556264,0.007869041826067975,"[512, 640]","[512, 640]",2,2,2,False
00722,124.29840850830078,139.41464233398438,38.341644287109375,0.7639691325188994,0.0,0.004419417382415922,-0.000487177866676447,-0.00030840237482347986,0.5326237324997782,0.0005765885002115254,"[512, 640]","[512, 640]",24,24,24,False
00736,138.68789672851562,102.08233642578125,25.848539352416992,0.6070587974608688,0.0,0.006629126073623883,0.004168265566943052,-0.00011448645243179456,0.4208607679605484,0.004169837524934695,"[512, 640]","[512, 640]",7,7,7,False
00744,141.23556518554688,96.60896301269531,26.877897262573242,0.5613694227856876,0.0,0.006987712429686843,0.01995006274752793,-0.0004732911273215734,0.42184925720095634,0.019955676087807774,"[512, 640]","[512, 640]",15,15,15,False
00747,139.54507446289062,109.27195739746094,27.874929428100586,0.49890401957811464,0.002209708691207961,0.006629126073623883,0.008649559157376885,0.0021985061811793825,0.48573076888918876,0.008924589797052091,"[512, 640]","[512, 640]",13,13,13,False
00748,132.6754150390625,131.06527709960938,32.36201477050781,0.5058570144440684,0.0,0.006987712429686843,0.00864077866834334,-0.010559472588524254,0.3344970904290676,0.013644248507817952,"[512, 640]","[512, 640]",13,13,13,False
00749,136.35231018066406,108.78267669677734,24.739633560180664,0.5324707187527016,0.0,0.007967217989988725,0.01197088383081688,-0.000706911082619488,0.38863976910710335,0.011991738112952737,"[512, 640]","[512, 640]",12,12,12,False
00768,128.21957397460938,134.20350646972656,37.245967864990234,0.6486883343890684,0.0,0.00625,-0.00018501010214446722,-0.0006679001920418592,0.4079702789522707,0.0006930507949819109,"[512, 640]","[512, 640]",59,56,56,False
00776,140.09425354003906,97.19481658935547,26.715591430664062,0.5807206259948355,0.0,0.006629126073623883,0.010789541977911377,0.0013791556145010375,0.4040910328924656,0.010877329005878303,"[512, 640]","[512, 640]",12,12,12,False
00788,138.91372680664062,114.38939666748047,27.847007751464844,0.5063047628304678,0.002209708691207961,0.006629126073623883,0.008612775513596205,0.0027699900479874807,0.513570002913475,0.009047250793116772,"[512, 640]","[512, 640]",16,16,16,False
00811,22.20823097229004,119.55290222167969,25.212053298950195,0.5354333272450966,0.002209708691207961,0.015467960838455726,-0.00044482199724349414,-0.0032029401998256548,0.29413412034511566,0.0032336809571896384,"[512, 640]","[512, 640]",24,24,24,True
00822,3.638169288635254,139.4741973876953,2.379239559173584,0.26456693170778356,0.002209708691207961,0.013441133229754104,-0.009006432816716448,0.001017327868791984,0.2173447099328041,0.009063707192680476,"[512, 640]","[512, 640]",22,22,22,True
00823,142.01641845703125,109.22540283203125,31.9619197845459,0.5526302140614338,0.002209708691207961,0.007967217989988725,0.002431063613643136,-0.011279619711690714,0.47385089814662934,0.011538626050528777,"[512, 640]","[512, 640]",38,38,38,True
00833,147.44252014160156,107.04399871826172,14.039388656616211,0.4178691244228294,0.002209708691207961,0.011899645477912356,-0.0021670736088202245,-0.0014231972422653171,0.23006809383630752,0.0025926238478492626,"[512, 640]","[512, 640]",20,20,20,True
00841,130.2198486328125,124.37677764892578,34.754947662353516,0.595486626564496,0.002209708691207961,0.01288470508005519,0.0006584381729269672,-0.002169491206149665,0.45881552904844286,0.0022672081777216956,"[512, 640]","[512, 640]",11,11,11,True
00842,134.9665069580078,105.7500228881836,33.47068786621094,0.6054014911992347,0.002209708691207961,0.009882117688026186,-0.0006244490669516268,0.0010571745519717623,0.40386344254016876,0.0012278251791494805,"[512, 640]","[512, 640]",19,19,19,True
00875,60.49625015258789,103.70262145996094,58.65280532836914,0.4849222412770541,0.002209708691207961,0.01976423537605237,-0.005258497856559963,-0.007322860605051584,0.3147492772340775,0.009015325127163312,"[512, 640]","[512, 640]",11,11,11,False
00883,8.728632926940918,117.80904388427734,3.4234249591827393,0.2809588198209363,0.002209708691207961,0.016086922095292187,0.0012525861579303133,-0.0015956321572442532,0.18527282640337944,0.0020285497440956615,"[512, 640]","[512, 640]",12,12,12,True
00893,142.75213623046875,140.0641632080078,31.514995574951172,0.5358262174203975,0.002209708691207961,0.006987712429686843,0.0021127172969485743,-0.009163340031971234,0.4277174371480942,0.009403742601664098,"[512, 640]","[512, 640]",4,4,4,False
00895,35.20354461669922,140.3538818359375,27.17864418029785,0.3916337516693242,0.002209708691207961,0.02348952559120767,0.0011465157503637968,-0.0017065547687698413,0.23516509115695952,0.00205592498516929,"[512, 640]","[512, 640]",4,4,4,True
00896,105.5288314819336,120.33438873291016,37.21946334838867,0.630299407834938,0.0,0.004419417382415922,-6.501205142983579e-05,-0.002494582027026393,0.7450060135126114,0.0024954290325301222,"[512, 640]","[512, 640]",8,8,8,False
00908,3.493642568588257,127.77425384521484,6.523519992828369,0.09877403438894065,0.007967217989988725,0.03314563036811941,-0.41417349088945504,0.3135160208792176,0.032045712620019914,0.519453535846562,"[512, 640]","[512, 640]",6,6,6,True
00909,35.61699295043945,131.49658203125,31.915571212768555,0.43199371825972105,0.002209708691207961,0.021763106683100185,0.00042546851524010164,-0.0004314464665462481,0.2160131350159645,0.0006059451385693753,"[512, 640]","[512, 640]",20,20,20,False
00910,27.33984375,125.61363220214844,24.661394119262695,0.26075471034193737,0.003125,0.019887378220871648,0.017026540735768057,-0.0006822928550081819,0.20710192881524564,0.0170402057782987,"[512, 640]","[512, 640]",22,22,22,False
00913,46.65394592285156,121.30016326904297,23.852088928222656,0.5715770878983767,0.002209708691207961,0.014149039278339713,0.0005840367264939416,0.003790356130947181,0.39195240393280983,0.0038350878082910487,"[512, 640]","[512, 640]",9,8,8,False
