id,rgb_gt,ir_gt,class_id,label_iou,center_shift_over_rgb_sqrt_area,rgb_gt_candidate_degree_at_01,ir_gt_candidate_degree_at_01,unique_gt_pair_at_01,label_assignment_margin,rgb_hit,ir_hit,rgb_prediction_index,ir_prediction_index,rgb_confidence,ir_confidence,rgb_candidate_iou,ir_own_iou,ir_direct_rgb_iou,any_same_class_rough_conf05,any_any_class_rough_conf05,any_same_class_iou50_conf05,rgb_luminance
010015,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.7865615487098694,0.7908756732940674,0.7221621923370842,0.7505794945912394,0.7505794945912394,True,True,True,31.81648826599121
010021,0,0,0,1.0,0.0,1,1,True,1.0,True,True,3,2,0.6487934589385986,0.7849564552307129,0.8554914445707681,0.9192505061345113,0.9192505061345113,True,True,True,26.393573760986328
010021,1,1,0,1.0,0.0,2,2,False,0.6321332146352886,True,True,1,1,0.7105367183685303,0.8057917356491089,0.847805236385066,0.7663049508536816,0.7663049508536816,True,True,True,26.393573760986328
010021,2,2,0,1.0,0.0,2,2,False,0.6321332146352886,True,True,0,0,0.7959641218185425,0.8103734254837036,0.8651577071798031,0.8488933435732863,0.8488933435732863,True,True,True,26.393573760986328
010047,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,1,0.8349653482437134,0.8505566120147705,0.8375941054618503,0.7976879787843866,0.7976879787843866,True,True,True,36.98990249633789
010047,1,1,0,1.0,0.0,1,1,True,1.0,True,True,2,2,0.7777238488197327,0.8435001969337463,0.8311504203033864,0.846196516984922,0.846196516984922,True,True,True,36.98990249633789
010047,2,2,0,1.0,0.0,1,1,True,1.0,True,True,1,0,0.8335012197494507,0.8881381750106812,0.8478873782507769,0.8678471604458959,0.8678471604458959,True,True,True,36.98990249633789
010047,3,3,0,1.0,0.0,1,1,True,1.0,False,False,,,,,,,,True,True,False,36.98990249633789
010054,0,0,0,1.0,0.0,1,1,True,0.9621404808691785,True,True,0,0,0.8230120539665222,0.8377533555030823,0.7646834985955875,0.7471114903524948,0.7471114903524948,True,True,True,38.48004913330078
010054,1,1,0,1.0,0.0,1,1,True,0.9621404808691785,True,True,1,1,0.7260096073150635,0.7878023982048035,0.5824704296762528,0.8162736072223216,0.8162736072223216,True,True,True,38.48004913330078
010062,0,0,0,1.0,0.0,1,1,True,1.0,True,True,1,4,0.8411746025085449,0.8605061173439026,0.8958517134747056,0.8538044522572539,0.8538044522572539,True,True,True,26.68997573852539
010062,1,1,0,1.0,0.0,1,1,True,1.0,True,True,0,2,0.8530489802360535,0.8738976120948792,0.9418883229404225,0.8422623053134601,0.8422623053134601,True,True,True,26.68997573852539
010062,2,2,0,1.0,0.0,1,1,True,1.0,True,True,2,1,0.8321785926818848,0.8767040967941284,0.7096679061886614,0.7894076145056944,0.7894076145056944,True,True,True,26.68997573852539
010062,3,3,0,1.0,0.0,1,1,True,1.0,True,True,3,3,0.7825050950050354,0.8672887682914734,0.809254471094083,0.8012356267431091,0.8012356267431091,True,True,True,26.68997573852539
010062,4,4,0,1.0,0.0,1,1,True,1.0,True,True,4,0,0.7559587359428406,0.8852583169937134,0.7987249751427445,0.7365240717600021,0.7365240717600021,True,True,True,26.68997573852539
010071,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8390909433364868,0.8859413862228394,0.5897172188744582,0.6722605488867349,0.6722605488867349,True,True,True,31.751283645629883
010071,1,1,0,1.0,0.0,1,1,True,1.0,True,True,2,1,0.7538214921951294,0.8665935397148132,0.7557657926181822,0.8120550293148389,0.8120550293148389,True,True,True,31.751283645629883
010071,2,2,0,1.0,0.0,1,1,True,1.0,True,True,1,2,0.8155887722969055,0.858893871307373,0.6641004627761818,0.6672614778768347,0.6672614778768347,True,True,True,31.751283645629883
010076,0,0,0,1.0,0.0,2,2,False,0.6875176249492674,True,False,3,,0.759966254234314,,0.609206367875948,,,True,True,True,43.28327560424805
010076,1,1,0,1.0,0.0,2,2,False,0.6875176249492674,False,True,,5,,0.6262935996055603,,0.8243512595926294,0.8243512595926294,True,True,False,43.28327560424805
010076,2,2,0,1.0,0.0,1,1,True,0.9241811436280382,True,True,2,0,0.803758442401886,0.8547084331512451,0.9308301849397115,0.7171060023000191,0.7171060023000191,True,True,True,43.28327560424805
010076,3,3,0,1.0,0.0,1,1,True,0.9068352868910405,True,True,0,4,0.8160921335220337,0.7519623637199402,0.8068982448766052,0.7685783684186103,0.7685783684186103,True,True,True,43.28327560424805
010076,4,4,0,1.0,0.0,1,1,True,0.9068352868910405,True,True,1,3,0.8069697022438049,0.8069615364074707,0.8297489969549569,0.632469944589665,0.632469944589665,True,True,True,43.28327560424805
010076,5,5,0,1.0,0.0,1,1,True,1.0,False,True,,2,,0.8321435451507568,,0.5873909760522548,0.5873909760522548,True,True,True,43.28327560424805
010088,0,0,0,1.0,0.0,2,2,False,0.8151599995722612,True,True,5,7,0.7708622813224792,0.7729478478431702,0.7424273177292819,0.7540519271760944,0.7540519271760944,True,True,True,31.787525177001953
010088,1,1,0,1.0,0.0,2,2,False,0.8151599995722612,True,True,3,5,0.7901444435119629,0.7929835319519043,0.6848020116374925,0.7406897473991693,0.7406897473991693,True,True,True,31.787525177001953
010088,2,2,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.8317738175392151,0.8443087935447693,0.7746654773037484,0.8834133400932292,0.8834133400932292,True,True,True,31.787525177001953
010088,3,3,0,1.0,0.0,2,2,False,0.8641032270663164,True,True,0,0,0.8415616154670715,0.854094922542572,0.8405178904326887,0.8457584393759296,0.8457584393759296,True,True,True,31.787525177001953
010088,4,4,0,1.0,0.0,2,2,False,0.8641032270663164,True,True,9,9,0.6582772135734558,0.727200448513031,0.6593804611619977,0.7479186631699173,0.7479186631699173,True,True,True,31.787525177001953
010088,5,5,0,1.0,0.0,2,2,False,0.8340643881455801,True,True,7,6,0.7549434304237366,0.7780141830444336,0.7179140295111598,0.8038361540889923,0.8038361540889923,True,True,True,31.787525177001953
010088,6,6,0,1.0,0.0,2,2,False,0.8340643881455801,True,True,6,8,0.7640907764434814,0.7424458265304565,0.6832611681151669,0.8788472417851109,0.8788472417851109,True,True,True,31.787525177001953
010088,7,7,0,1.0,0.0,1,1,True,0.9233755980726821,True,True,2,2,0.8197047114372253,0.8383122086524963,0.6558845583473817,0.7634482307687227,0.7634482307687227,True,True,True,31.787525177001953
010088,8,8,0,1.0,0.0,1,1,True,0.9233755980726821,True,True,4,3,0.7894604802131653,0.8203663229942322,0.8561880943978859,0.7910285031385743,0.7910285031385743,True,True,True,31.787525177001953
010088,9,9,0,1.0,0.0,1,1,True,1.0,True,True,8,4,0.7384998798370361,0.817326545715332,0.5890711942443512,0.566904444641174,0.566904444641174,True,True,True,31.787525177001953
010100,0,0,0,1.0,0.0,1,1,True,0.9540590677953138,True,True,0,0,0.7883049249649048,0.8367906808853149,0.568392359855106,0.5499432802368849,0.5499432802368849,True,True,True,29.56603240966797
010100,1,1,0,1.0,0.0,1,1,True,0.9321658110500045,True,True,2,2,0.7368649840354919,0.7869005799293518,0.5517798065227603,0.5799934253402341,0.5799934253402341,True,True,True,29.56603240966797
010100,2,2,0,1.0,0.0,1,1,True,0.909129524183312,True,False,4,,0.4508899748325348,,0.624491665932866,,,True,True,True,29.56603240966797
010100,3,3,0,1.0,0.0,1,1,True,0.909129524183312,True,True,1,1,0.7836666703224182,0.8207705020904541,0.775814620009106,0.8316559345616262,0.8316559345616262,True,True,True,29.56603240966797
010106,0,0,0,1.0,0.0,1,1,True,0.9715757072257984,True,True,1,0,0.8349655866622925,0.8933114409446716,0.7749027192369534,0.8746254762983184,0.8746254762983184,True,True,True,45.4731330871582
010106,1,1,0,1.0,0.0,1,1,True,0.9715757072257984,True,True,2,4,0.755244791507721,0.8333399295806885,0.8336763232179556,0.8512607755566295,0.8512607755566295,True,True,True,45.4731330871582
010106,2,2,0,1.0,0.0,2,2,False,0.6496792884314608,True,True,4,6,0.699003279209137,0.7842671275138855,0.6927764269135411,0.7172206631047037,0.7172206631047037,True,True,True,45.4731330871582
010106,3,3,0,1.0,0.0,2,2,False,0.6730987481275013,True,True,3,3,0.7467638850212097,0.846579909324646,0.7143053004689427,0.7203329417376115,0.7203329417376115,True,True,True,45.4731330871582
010106,4,4,0,1.0,0.0,1,1,True,0.9894663145085253,True,True,5,1,0.5386177897453308,0.8791321516036987,0.5887165895122879,0.9105687678738168,0.9105687678738168,True,True,True,45.4731330871582
010106,5,5,0,1.0,0.0,1,1,True,0.9999999720381361,False,True,,5,,0.7877757549285889,,0.746936262763453,0.746936262763453,False,False,False,45.4731330871582
010106,6,6,0,1.0,0.0,1,1,True,1.0,True,True,0,2,0.8444153070449829,0.8542472720146179,0.9103545141565954,0.8672843139810131,0.8672843139810131,True,True,True,45.4731330871582
010106,7,7,0,1.0,0.0,3,3,False,0.6496792884314608,False,False,,,,,,,,True,True,True,45.4731330871582
010124,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8506468534469604,0.8426202535629272,0.8496149728090316,0.7291163168195921,0.7291163168195921,True,True,True,37.152225494384766
010128,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8522306084632874,0.8916220664978027,0.7545924012586609,0.7782267493725136,0.7782267493725136,True,True,True,32.90871810913086
010128,1,1,0,1.0,0.0,2,2,False,0.8915853691666079,True,False,1,,0.8452608585357666,,0.6958108597491657,,,True,True,True,32.90871810913086
010128,2,2,0,1.0,0.0,2,2,False,0.8915853691666079,True,True,4,4,0.7462397813796997,0.7943600416183472,0.8550986907791445,0.513962308393128,0.513962308393128,True,True,True,32.90871810913086
010128,3,3,0,1.0,0.0,1,1,True,1.0,True,True,2,3,0.8243694305419922,0.8203034996986389,0.7681064253685154,0.8382460397138654,0.8382460397138654,True,True,True,32.90871810913086
010128,4,4,0,1.0,0.0,1,1,True,1.0,True,True,3,2,0.7805444598197937,0.8351627588272095,0.8212551351759737,0.8656944388718147,0.8656944388718147,True,True,True,32.90871810913086
010128,5,5,0,1.0,0.0,1,1,True,1.0,False,True,5,1,0.6588355898857117,0.8395904302597046,0.4589344049327308,0.6919355446412317,0.6919355446412317,True,True,False,32.90871810913086
010213,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,1,0.8675069212913513,0.8468557000160217,0.9449293755721255,0.772850586161975,0.772850586161975,True,True,True,35.23415756225586
010213,1,1,0,1.0,0.0,1,1,True,1.0,False,True,,3,,0.8227529525756836,,0.735125200957561,0.735125200957561,False,False,False,35.23415756225586
010213,2,2,0,1.0,0.0,1,1,True,1.0,True,True,2,0,0.8203578591346741,0.8493074774742126,0.7751503992708366,0.7698603155404997,0.7698603155404997,True,True,True,35.23415756225586
010213,3,3,0,1.0,0.0,2,2,False,0.8579429808022614,True,True,4,2,0.7094072103500366,0.8290345072746277,0.763696211351405,0.6767818543531882,0.6767818543531882,True,True,True,35.23415756225586
010213,4,4,0,1.0,0.0,2,2,False,0.6612032333456659,True,True,1,4,0.8302081227302551,0.791287362575531,0.7098738946562303,0.5821503689722829,0.5821503689722829,True,True,True,35.23415756225586
010213,5,5,0,1.0,0.0,3,3,False,0.6612032333456659,True,True,3,5,0.7638413906097412,0.54054856300354,0.8480783861954306,0.7176342692615691,0.7176342692615691,True,True,True,35.23415756225586
010215,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.851075291633606,0.8954378962516785,0.872623074869299,0.8213770192726705,0.8213770192726705,True,True,True,28.07386589050293
010215,1,1,0,1.0,0.0,3,3,False,0.8723783226664333,True,True,1,3,0.8309752345085144,0.803781270980835,0.7701508947866531,0.785027044383951,0.785027044383951,True,True,True,28.07386589050293
010215,2,2,0,1.0,0.0,2,2,False,0.8723783226664333,True,True,4,4,0.7569668889045715,0.7968765497207642,0.7553095478556875,0.697694485910439,0.697694485910439,True,True,True,28.07386589050293
010215,3,3,0,1.0,0.0,2,2,False,0.8968553198952944,True,True,2,2,0.8162113428115845,0.8040919303894043,0.7802849024323799,0.863955033277885,0.863955033277885,True,True,True,28.07386589050293
010215,4,4,0,1.0,0.0,1,1,True,1.0,True,True,3,1,0.7670023441314697,0.8730475306510925,0.6230145760547483,0.6841709558297963,0.6841709558297963,True,True,True,28.07386589050293
010241,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,2,0.8550910949707031,0.8470700979232788,0.8744673963681302,0.7530486056047919,0.7530486056047919,True,True,True,38.44820785522461
010241,1,1,0,1.0,0.0,1,1,True,1.0,True,True,2,0,0.8099350929260254,0.8673015236854553,0.8401996768960135,0.7861761475348338,0.7861761475348338,True,True,True,38.44820785522461
010241,2,2,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.8141847848892212,0.848419189453125,0.8125242286523785,0.9029996120302706,0.9029996120302706,True,True,True,38.44820785522461
010246,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8238500952720642,0.8537124991416931,0.8013938844597127,0.7160453219125268,0.7160453219125268,True,True,True,32.778167724609375
010246,1,1,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.7868593335151672,0.8158905506134033,0.6732518011866119,0.8231941073822409,0.8231941073822409,True,True,True,32.778167724609375
010249,0,0,0,1.0,0.0,1,1,True,1.0,True,True,1,4,0.8155328035354614,0.8324745297431946,0.820820125442281,0.6470507415836197,0.6470507415836197,True,True,True,36.47888946533203
010249,1,1,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8423730134963989,0.8572812080383301,0.8926695026013034,0.7602561129238496,0.7602561129238496,True,True,True,36.47888946533203
010249,2,2,0,1.0,0.0,2,2,False,0.8312860041785669,True,True,5,6,0.7989519238471985,0.8064858913421631,0.6589170349934539,0.6644021907079917,0.6644021907079917,True,True,True,36.47888946533203
010249,3,3,0,1.0,0.0,2,2,False,0.8312860041785669,True,True,2,1,0.8077876567840576,0.8462300300598145,0.844443780227471,0.7982224670073806,0.7982224670073806,True,True,True,36.47888946533203
010249,4,4,0,1.0,0.0,1,1,True,0.9013498346578204,True,True,4,2,0.7993502616882324,0.8401579260826111,0.7443814453817903,0.8450504955096747,0.8450504955096747,True,True,True,36.47888946533203
010249,5,5,0,1.0,0.0,1,1,True,0.9013498346578204,True,True,3,3,0.8050197958946228,0.8378502130508423,0.8362444902587772,0.85391487054738,0.85391487054738,True,True,True,36.47888946533203
010249,6,6,0,1.0,0.0,1,1,True,1.0,False,True,,5,,0.8116486668586731,,0.8631534298254991,0.8631534298254991,False,False,False,36.47888946533203
010290,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8286528587341309,0.8616237044334412,0.791255829526742,0.8421533306522572,0.8421533306522572,True,True,True,38.95091247558594
010290,1,1,0,1.0,0.0,2,2,False,0.7705226231143917,False,True,,2,,0.3992554545402527,,0.7620731587021201,0.7620731587021201,True,True,True,38.95091247558594
010290,2,2,0,1.0,0.0,2,2,False,0.7705226231143917,True,True,1,1,0.7479995489120483,0.7234504818916321,0.7477046185322103,0.6842547865788923,0.6842547865788923,True,True,True,38.95091247558594
010310,0,0,0,1.0,0.0,2,2,False,0.8290554224974828,True,False,5,,0.7071875333786011,,0.5348273764838684,,,True,True,True,34.775054931640625
010310,1,1,0,1.0,0.0,2,2,False,0.8290554224974828,False,False,,,,,,,,True,True,False,34.775054931640625
010310,2,2,0,1.0,0.0,1,1,True,1.0,True,True,4,2,0.816231369972229,0.8474318385124207,0.8661511067511863,0.9074559198530548,0.9074559198530548,True,True,True,34.775054931640625
010310,3,3,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.8436528444290161,0.8806549310684204,0.9028020498968574,0.8422262095820005,0.8422262095820005,True,True,True,34.775054931640625
010310,4,4,0,1.0,0.0,1,1,True,1.0,True,True,3,0,0.8298373818397522,0.8898047804832458,0.7950468739587262,0.825962936028831,0.825962936028831,True,True,True,34.775054931640625
010310,5,5,0,1.0,0.0,2,2,False,0.7751690125894939,True,True,2,3,0.8335303664207458,0.8157894015312195,0.8710546783551876,0.7423435218977634,0.7423435218977634,True,True,True,34.775054931640625
010310,6,6,0,1.0,0.0,2,2,False,0.7751690125894939,True,True,0,4,0.8475570678710938,0.8072633743286133,0.7220078347685636,0.7512993190395992,0.7512993190395992,True,True,True,34.775054931640625
010347,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,1,0.8343022465705872,0.8708546757698059,0.7287862038234946,0.819458680320307,0.819458680320307,True,True,True,29.311342239379883
010347,1,1,0,1.0,0.0,1,1,True,0.9278041247530978,True,True,3,3,0.7355262637138367,0.8276195526123047,0.7467064266782716,0.7261901235732512,0.7261901235732512,True,True,True,29.311342239379883
010347,2,2,0,1.0,0.0,2,2,False,0.8988704282921651,True,False,4,,0.7311888337135315,,0.6298355378918321,,,True,True,True,29.311342239379883
010347,3,3,0,1.0,0.0,2,2,False,0.8988704282921651,True,True,2,2,0.7728824019432068,0.8412432670593262,0.7594258660917924,0.7559197383642254,0.7559197383642254,True,True,True,29.311342239379883
010347,4,4,0,1.0,0.0,1,1,True,1.0,True,True,1,0,0.8299893736839294,0.8757529258728027,0.7801492130232511,0.8187338148040583,0.8187338148040583,True,True,True,29.311342239379883
010352,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8576697707176208,0.8523306250572205,0.8328211287103794,0.7463916054202521,0.7463916054202521,True,True,True,35.1240348815918
010352,1,1,0,1.0,0.0,2,2,False,0.8139397048415526,True,True,1,1,0.7948423027992249,0.8293492197990417,0.8377423337320545,0.7248902480537849,0.7248902480537849,True,True,True,35.1240348815918
010352,2,2,0,1.0,0.0,2,2,False,0.8139397048415526,True,True,2,2,0.7032056450843811,0.7771096229553223,0.7390239477961175,0.8773896362284404,0.8773896362284404,True,True,True,35.1240348815918
010363,0,0,0,1.0,0.0,1,1,True,1.0,True,True,2,2,0.825538694858551,0.8619949221611023,0.8541594566633431,0.73926135082995,0.73926135082995,True,True,True,38.771759033203125
010363,1,1,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8639905452728271,0.8845659494400024,0.8802194835145052,0.8548859780973529,0.8548859780973529,True,True,True,38.771759033203125
010363,2,2,0,1.0,0.0,1,1,True,0.9182191100851094,True,True,1,1,0.8391402363777161,0.8732625246047974,0.702749291668303,0.7469886781355884,0.7469886781355884,True,True,True,38.771759033203125
010363,3,3,0,1.0,0.0,1,1,True,0.9182191100851094,True,True,3,3,0.7473333477973938,0.8281291723251343,0.7065702587965225,0.7914914349877381,0.7914914349877381,True,True,True,38.771759033203125
010371,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8487420082092285,0.8790767788887024,0.7691571929648541,0.8439515930424082,0.8439515930424082,True,True,True,38.133365631103516
010371,1,1,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.8454509973526001,0.8706991076469421,0.7307466789210235,0.7396382134474033,0.7396382134474033,True,True,True,38.133365631103516
010371,2,2,0,1.0,0.0,1,1,True,1.0,True,True,2,2,0.8314223289489746,0.8680527210235596,0.8522075307032119,0.7672296242023926,0.7672296242023926,True,True,True,38.133365631103516
010446,0,0,0,1.0,0.0,1,1,True,1.0,True,True,4,0,0.7721256613731384,0.8565289378166199,0.6303620621253168,0.8681382438415195,0.8681382438415195,True,True,True,29.843843460083008
010446,1,1,0,1.0,0.0,2,2,False,0.867074276284537,True,True,2,1,0.8194860219955444,0.8440735340118408,0.845325217895422,0.8212530792277023,0.8212530792277023,True,True,True,29.843843460083008
010446,2,2,0,1.0,0.0,2,2,False,0.867074276284537,True,True,3,4,0.7967089414596558,0.81463223695755,0.7062466511738353,0.7606936084672581,0.7606936084672581,True,True,True,29.843843460083008
010446,3,3,0,1.0,0.0,1,1,True,1.0,True,True,1,3,0.8212429881095886,0.8191176056861877,0.8863776816226691,0.8873089254593581,0.8873089254593581,True,True,True,29.843843460083008
010446,4,4,0,1.0,0.0,1,1,True,1.0,True,True,0,2,0.8505153059959412,0.8430260419845581,0.9404002212126997,0.9070621173532716,0.9070621173532716,True,True,True,29.843843460083008
010451,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8516340255737305,0.8843227028846741,0.8913586748808384,0.8329266061842888,0.8329266061842888,True,True,True,34.79497528076172
010451,1,1,0,1.0,0.0,1,1,True,0.985283016371013,True,True,3,7,0.8150545954704285,0.8100244998931885,0.7943340898395497,0.898802348258928,0.898802348258928,True,True,True,34.79497528076172
010451,2,2,0,1.0,0.0,1,1,True,0.985283016371013,True,True,1,4,0.8262472152709961,0.8431414365768433,0.76387545946144,0.7219348303405758,0.7219348303405758,True,True,True,34.79497528076172
010451,3,3,0,1.0,0.0,1,1,True,1.0,True,True,2,3,0.8169390559196472,0.8520030975341797,0.8902053574894426,0.8221790277266391,0.8221790277266391,True,True,True,34.79497528076172
010451,4,4,0,1.0,0.0,1,1,True,1.0,True,True,6,1,0.7392373085021973,0.8545299768447876,0.7944142255593301,0.8026530046954933,0.8026530046954933,True,True,True,34.79497528076172
010451,5,5,0,1.0,0.0,2,2,False,0.7246368109594937,False,True,,2,,0.8543714284896851,,0.9173732207710739,0.9173732207710739,True,True,True,34.79497528076172
010451,6,6,0,1.0,0.0,2,2,False,0.7246368109594937,True,True,4,5,0.804663896560669,0.8184133172035217,0.8317882596897113,0.8560106420715357,0.8560106420715357,True,True,True,34.79497528076172
010451,7,7,0,1.0,0.0,1,1,True,1.0,True,True,5,6,0.7766449451446533,0.810905933380127,0.9179481851851482,0.8543077031341869,0.8543077031341869,True,True,True,34.79497528076172
010453,0,0,0,1.0,0.0,1,1,True,1.0,True,True,2,0,0.8440386652946472,0.8596478700637817,0.8923029312252804,0.7841814988409309,0.7841814988409309,True,True,True,27.733760833740234
010453,1,1,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.8524693846702576,0.8559780716896057,0.9248302870778335,0.8953453956222678,0.8953453956222678,True,True,True,27.733760833740234
010453,2,2,0,1.0,0.0,1,1,True,1.0,True,True,0,2,0.8546305298805237,0.8430997133255005,0.6869636914936514,0.8569297518787332,0.8569297518787332,True,True,True,27.733760833740234
010453,3,3,0,1.0,0.0,1,1,True,0.9494428674043699,False,True,,3,,0.7519734501838684,,0.7085512278775516,0.7085512278775516,False,False,False,27.733760833740234
010453,4,4,0,1.0,0.0,1,1,True,0.9494428674043699,False,False,,,,,,,,False,False,False,27.733760833740234
010467,0,0,0,1.0,0.0,1,1,True,1.0,True,True,2,2,0.8363494873046875,0.8866394758224487,0.8919738961176285,0.8300847923149445,0.8300847923149445,True,True,True,33.23905944824219
010467,1,1,0,1.0,0.0,1,1,True,1.0,True,True,3,5,0.836159348487854,0.7900874614715576,0.7140691904790561,0.8206511965276077,0.8206511965276077,True,True,True,33.23905944824219
010467,2,2,0,1.0,0.0,1,1,True,1.0,True,True,1,1,0.8480135202407837,0.8872822523117065,0.8251238350933975,0.8371365196784625,0.8371365196784625,True,True,True,33.23905944824219
010467,3,3,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8574706315994263,0.8955706357955933,0.6392641345814386,0.8267799459729125,0.8267799459729125,True,True,True,33.23905944824219
010467,4,4,0,1.0,0.0,1,1,True,1.0,True,True,4,4,0.8122329711914062,0.8637997508049011,0.782339172457951,0.7811332294415193,0.7811332294415193,True,True,True,33.23905944824219
010467,5,5,0,1.0,0.0,1,1,True,1.0,True,True,5,3,0.7804117202758789,0.8828108310699463,0.7976911490245346,0.895583090627451,0.895583090627451,True,True,True,33.23905944824219
010481,0,0,0,1.0,0.0,1,1,True,0.9361948178436607,True,True,0,0,0.8614816069602966,0.908692479133606,0.8289753513153448,0.8127957154759785,0.8127957154759785,True,True,True,35.77665328979492
010481,1,1,0,1.0,0.0,1,1,True,0.9361948178436607,True,True,1,1,0.8386340141296387,0.8963390588760376,0.6958206864294114,0.7403141127109986,0.7403141127109986,True,True,True,35.77665328979492
010481,2,2,0,1.0,0.0,1,1,True,1.0,True,True,2,2,0.6969883441925049,0.8927496671676636,0.7392432164390529,0.8413812338944238,0.8413812338944238,True,True,True,35.77665328979492
010511,0,0,0,1.0,0.0,1,1,True,1.0,True,True,0,0,0.8299952745437622,0.862642765045166,0.6320794028733435,0.6221202559202011,0.6221202559202011,True,True,True,28.758726119995117
010511,1,1,0,1.0,0.0,1,1,True,1.0,True,True,2,2,0.7877536416053772,0.8251760005950928,0.542419157438963,0.5485545486729573,0.5485545486729573,True,True,True,28.758726119995117
010511,2,2,0,1.0,0.0,1,1,True,0.971753628959173,True,True,4,3,0.7311571836471558,0.8226795196533203,0.7044469487187899,0.8205306359301365,0.8205306359301365,True,True,True,28.758726119995117
010511,3,3,0,1.0,0.0,1,1,True,0.9252327073828339,True,True,3,5,0.7707979083061218,0.44926193356513977,0.6335939984064402,0.766992936454193,0.766992936454193,True,True,True,28.758726119995117
010511,4,4,0,1.0,0.0,1,1,True,0.9252327073828339,True,True,1,1,0.798965573310852,0.8344606161117554,0.7589801236699516,0.8569189555635272,0.8569189555635272,True,True,True,28.758726119995117
010511,5,5,0,1.0,0.0,1,1,True,1.0,True,True,5,4,0.6704072952270508,0.8137171268463135,0.6711185254859248,0.6780028568566822,0.6780028568566822,True,True,True,28.758726119995117
010512,0,0,0,1.0,0.0,2,2,False,0.6541141147468976,True,True,6,5,0.5877074599266052,0.6496638059616089,0.7478649266789068,0.5964371194957564,0.5964371194957564,True,True,True,34.912315368652344
