stem	sequence_prefix	visible	infrared	annotation
020011	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020011.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020011.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020011.xml
020012	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020012.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020012.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020012.xml
020013	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020013.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020013.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020013.xml
020014	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020014.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020014.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020014.xml
020015	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020015.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020015.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020015.xml
020016	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020016.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020016.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020016.xml
020017	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020017.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020017.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020017.xml
020018	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020018.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020018.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020018.xml
020019	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020019.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020019.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020019.xml
020020	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020020.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020020.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020020.xml
020021	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020021.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020021.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020021.xml
020022	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020022.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020022.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020022.xml
020023	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020023.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020023.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020023.xml
020024	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020024.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020024.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020024.xml
020025	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020025.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020025.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020025.xml
020026	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020026.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020026.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020026.xml
020027	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020027.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020027.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020027.xml
020028	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020028.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020028.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020028.xml
020029	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020029.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020029.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020029.xml
020030	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020030.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020030.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020030.xml
020031	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020031.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020031.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020031.xml
020032	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020032.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020032.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020032.xml
020033	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020033.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020033.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020033.xml
020034	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020034.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020034.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020034.xml
020035	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020035.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020035.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020035.xml
020036	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020036.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020036.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020036.xml
020037	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020037.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020037.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020037.xml
020038	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020038.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020038.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020038.xml
020039	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020039.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020039.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020039.xml
020040	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020040.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020040.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020040.xml
020041	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020041.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020041.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020041.xml
020042	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020042.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020042.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020042.xml
020043	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020043.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020043.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020043.xml
020044	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020044.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020044.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020044.xml
020045	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020045.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020045.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020045.xml
020046	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020046.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020046.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020046.xml
020047	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020047.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020047.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020047.xml
020048	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020048.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020048.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020048.xml
020049	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020049.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020049.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020049.xml
020050	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020050.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020050.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020050.xml
020051	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020051.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020051.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020051.xml
020052	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020052.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020052.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020052.xml
020053	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020053.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020053.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020053.xml
020054	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020054.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020054.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020054.xml
020055	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020055.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020055.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020055.xml
020056	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020056.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020056.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020056.xml
020057	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020057.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020057.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020057.xml
020058	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020058.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020058.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020058.xml
020059	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020059.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020059.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020059.xml
020060	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020060.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020060.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020060.xml
020061	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020061.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020061.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020061.xml
020062	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020062.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020062.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020062.xml
020063	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020063.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020063.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020063.xml
020064	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020064.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020064.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020064.xml
020065	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020065.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020065.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020065.xml
020066	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020066.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020066.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020066.xml
020067	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020067.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020067.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020067.xml
020068	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020068.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020068.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020068.xml
020069	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020069.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020069.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020069.xml
020070	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020070.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020070.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020070.xml
020071	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020071.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020071.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020071.xml
020072	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020072.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020072.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020072.xml
020073	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020073.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020073.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020073.xml
020074	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020074.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020074.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020074.xml
020075	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020075.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020075.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020075.xml
020076	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020076.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020076.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020076.xml
020077	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020077.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020077.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020077.xml
020078	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020078.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020078.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020078.xml
020079	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020079.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020079.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020079.xml
020080	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020080.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020080.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020080.xml
020081	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020081.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020081.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020081.xml
020082	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020082.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020082.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020082.xml
020083	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020083.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020083.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020083.xml
020084	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020084.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020084.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020084.xml
020085	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020085.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020085.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020085.xml
020086	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020086.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020086.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020086.xml
020087	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020087.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020087.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020087.xml
020088	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020088.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020088.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020088.xml
020089	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020089.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020089.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020089.xml
020090	02	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020090.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/020090.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/020090.xml
